"Bulan Bongkar 1","Supply site","No SI","Vendor","TYPE","SHIPPING LINE","Delivery Date","COMPANY"
"","IND JABABEKA","260619L070","NCL","CDD","DUMMY CUSTOMER","22 Jun 2026",""
"","IND JABABEKA","260619L072","NCL","CDD","DUMMY CUSTOMER","22 Jun 2026",""
"","IND JABABEKA","260619L074","NCL","CDD","DUMMY CUSTOMER","22 Jun 2026",""
"","IND JABABEKA","260619L076","NCL","CDD","DUMMY CUSTOMER","22 Jun 2026",""
"","IND JABABEKA","260619L077","NCL","CDD","DUMMY CUSTOMER","22 Jun 2026",""
"","IND JABABEKA","260619L079","NCL","CDD","DUMMY CUSTOMER","22 Jun 2026",""
"","IND JABABEKA","260619L083","NCL","CDD","DUMMY CUSTOMER","22 Jun 2026",""
"","IND JABABEKA","260619L084","NCL","CDD","DUMMY CUSTOMER","22 Jun 2026",""
"","IND JABABEKA","260619L089","NCL","CDD","DUMMY CUSTOMER","22 Jun 2026",""
"","IND JABABEKA","260622L089","SFL","MINI VAN BOX","DUMMY CUSTOMER","22 Jun 2026",""
"","IND JABABEKA","260622L090","SFL","MINI VAN BOX","DUMMY CUSTOMER","22 Jun 2026",""
"","IND JABABEKA","260622L011","SPA","Cont-20","A309 ST AHI BTM SEI PANAS","22 Jun 2026",""
"","IND JABABEKA","260621L067","SPP","WINGBOX","DUMMY CUSTOMER","22 Jun 2026",""
"1","NDC CORP Sidoarjo","260101H001","PT.DANEX","CDDL","H046 WH HCI HUB BANYUWANGI","1 Jan 2026",""
"2","NDC CORP Sidoarjo","260131H002","PT.DANEX","WINGBOX","H058 WH HCI HUB BALI HCI","31 Jan 2026",""
"2","NDC CORP Sidoarjo","260131H007","PT.DANEX","WINGBOX","H058 WH HCI HUB BALI HCI","31 Jan 2026",""
"2","NDC CORP Sidoarjo","260201L005","PT.DANEX","WINGBOX","A500 ST AHI SLEMAN CITY HALL","31 Jan 2026","A011 - WH AHI SIDOARJO"
"6","NDC CORP Sidoarjo","260617L032","JT","CDDL","A516 ST AHI SMG LP PEMUDA","17 Jun 2026",""
"","NDC CORP Sidoarjo","260618T010","KEMASINDO","Cont-20","H052 WH HCI LP PALU","18 Jun 2026",""
"","NDC CORP Sidoarjo","260618T027","MIF","Cont-20","A017 WH AHI TALLO MAKASSAR","18 Jun 2026",""
"","NDC CORP Sidoarjo","260618T030","KEMASINDO","Cont-20","A006 WH AHI MANADO","18 Jun 2026",""
"6","NDC CORP Sidoarjo","260619H030","OKE","WINGBOX","H058 WH HCI HUB BALI HCI","19 Jun 2026",""
"6","NDC CORP Sidoarjo","PT.DANEX","PT.DANEX","CDDL","A315 ST AHI BALI","19 Jun 2026",""
"6","NDC CORP Sidoarjo","260619L002","JT","CDDL","A446 ST AHI LIPPO PLAZA JEMBER","19 Jun 2026",""
"","NDC CORP Sidoarjo","260619L010","MIF","Cont-20","A350 ST AHI MANADO TOWN SQUARE","19 Jun 2026",""
"6","NDC CORP Sidoarjo","260619L035","PT.DANEX","CDDL","A441 ST AHI GATSU BARAT BALI","19 Jun 2026",""
"","NDC CORP Sidoarjo","260619L036","WPS","Cont-20","A350 ST AHI MANADO TOWN SQUARE","19 Jun 2026",""
"","NDC CORP Sidoarjo","260619L045","WPS","Cont-20","J380 ST HCIR INFORMA GORONTALO","19 Jun 2026",""
"","NDC CORP Sidoarjo","260619L046","WPS","Cont-20","J380 ST HCIR INFORMA GORONTALO","19 Jun 2026",""
"6","NDC CORP Sidoarjo","260619L048","PT.DANEX","CDDL","A634 ST AHI BALI SINGARAJA","19 Jun 2026",""
"6","NDC CORP Sidoarjo","260619L049","PT.DANEX","CDDL","A418 ST AHI SUNSET POINT BALI","19 Jun 2026",""
"6","NDC CORP Sidoarjo","260619L050","JT","CDDL","J728 ST HCIR SELMA MALANG CITYPOINT","19 Jun 2026",""
"6","NDC CORP Sidoarjo","260619L051","PT.DANEX","CDDL","A379 ST AHI NUSA DUA BALI","19 Jun 2026",""
"","NDC CORP Sidoarjo","260619L056","WPS","Cont-20","A679 ST AZKO TIMIKA","19 Jun 2026",""
"","NDC CORP Sidoarjo","260619L060","MIF","Cont-20","A440 ST AHI LIPPO PLAZA KUPANG","19 Jun 2026",""
"","NDC CORP Sidoarjo","260619L078","WPS","Cont-20","A318 ST AHI PANAKKUKANG MAKASSAR","19 Jun 2026",""
"6","NDC CORP Sidoarjo","260619T003","BS","WINGBOX","H048 WH HCI LOMBOK","19 Jun 2026",""
"","NDC CORP Sidoarjo","260619T008","ANTRAM","Cont-20","H043 WH HCI TERNATE","19 Jun 2026",""
"","NDC CORP Sidoarjo","260619T014","KEMASINDO","Cont-20","H032 WH HCI MALUKU","19 Jun 2026",""
"","NDC CORP Sidoarjo","260619T016","WPS","Cont-20","H041 WH HCI ABEPURA JAYAPURA","19 Jun 2026",""
"","NDC CORP Sidoarjo","260619T039","WPS","Cont-20","H041 WH HCI ABEPURA JAYAPURA","19 Jun 2026",""
"","NDC CORP Sidoarjo","260619T041","WPS","Cont-20","A017 WH AHI TALLO MAKASSAR","19 Jun 2026",""
"","NDC CORP Sidoarjo","260619T045","WPS","Cont-20","H036 HCI WH KENDARI","19 Jun 2026",""
"","NDC CORP Sidoarjo","260619T057","WPS","Cont-20","A017 WH AHI TALLO MAKASSAR","19 Jun 2026",""
"","NDC CORP Sidoarjo","260622L045","JT","CDDL","A437 ST AHI HARTONO MALL YOGYAKARTA","22 Jun 2026",""
